Recipe Name,Calories,Personal Points,Image URL,Recipe Keys,Summary,URL
7 Day High Protein Diet Meal Plan,,,https://www.skinnytaste.com/wp-content/uploads/2024/10/Week_456_Oct-14-Oct-20_HighProtein.jpg,,"A free, 7-dayhigh proteindiet meal plan includingbreakfast,lunchanddinnerideas and a shopping list. All recipes include macros andWeight Watcherspoints.",https://www.skinnytaste.com/7-day-high-protein-diet-meal-plan-2/
High Protein Snacks,,,https://www.skinnytaste.com/wp-content/uploads/2024/10/High-Protein-Snacks-2.png,HP,294 Protein: 28.5,https://www.skinnytaste.com/high-protein-snacks/
7 Day High Protein Diet Meal Plan,,,https://www.skinnytaste.com/wp-content/uploads/2024/10/Week_455_Oct-7-Oct-13.jpg,,"A free, 7-dayhigh proteindiet meal plan includingbreakfast,lunchanddinnerideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/7-day-high-protein-diet-meal-plan/
Sausage Tortellini Soup,Cals:372,9,https://www.skinnytaste.com/wp-content/uploads/2024/10/Sausage-Spinach-Tortellini-Soup-7.jpg,"FM, HP","This easy Sausage Tortellini Soup is a cozy one-pot meal that comes together quickly, making it ideal for busy weeknights. It’s a complete, satisfying dinner that the whole family will love.",https://www.skinnytaste.com/sausage-tortellini-soup/
Creamy Chicken and Mushroom Soup,Cals:111.5,2,https://www.skinnytaste.com/wp-content/uploads/2013/03/Creamy-Chicken-and-Mushroom-Soup-6.jpg,"DF, GF, Q","This cozy, creamy chicken and mushroom soup is the ultimate comfort food for chilly days. It's light yet hearty and ready in 30 minutes!",https://www.skinnytaste.com/creamy-chicken-and-mushroom-soup/
Pumpkin Pancake Muffins,Cals:244,6,https://www.skinnytaste.com/wp-content/uploads/2024/10/Pumpkin-Pancake-Muffins-6.jpg,"FM, KF, MP, V","Pumpkin pancake muffins are pancakes conveniently baked in a muffin tin! They are perfect to make ahead or to feed a crowd, and the best part is that you can customize them with your favorite mix-ins!",https://www.skinnytaste.com/pumpkin-pancake-muffins/
Roasted Butternut Squash Feta Soup,Cals:200,5,https://www.skinnytaste.com/wp-content/uploads/2024/09/Roasted-Feta-Butternut-Squash-Sheet-Pan-Soup-9.jpg,"GF, HF, V","You’re going to love this creamy and delicious, Roasted Butternut Squash Feta Soup all made on a sheet pan then blended until smooth!",https://www.skinnytaste.com/butternut-squash-feta-soup/
Free 7 Day Healthy Meal Plan (Sept 30-Oct 6),,,https://www.skinnytaste.com/wp-content/uploads/2024/09/Week_454_Sep-30-Oct-6.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-sept-30-oct-6/
Breakfast Burritos,Cals:261,5,https://www.skinnytaste.com/wp-content/uploads/2019/03/Breakfast-Burritos-16.jpg,"AF, FM, HF, KF, MP, Q","These easy freezer breakfast burritos are a delicious, protein-packed way to start the day with scrambled eggs, veggies, bacon and cheese.",https://www.skinnytaste.com/freezer-breakfast-burritos/
Crustless Pumpkin Pie,Cals:124.5,2,https://www.skinnytaste.com/wp-content/uploads/2024/09/Crustless-Pumpkin-Pies-10.jpg,"DF, GF, HF, V",Skip the crust and make this easy dairy-free crustless pumpkin pie this fall for a cozy night when you crave a pumpkin treat or as a healthier alternative for Thanksgiving.,https://www.skinnytaste.com/crustless-pumpkin-pie/
Free 7 Day Healthy Meal Plan (Sept 16-22),,,https://www.skinnytaste.com/wp-content/uploads/2024/09/Week_452_Sep-16-Sep-22.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-sept-16-22/
Roasted Delicata Squash,Cals:177,4,https://www.skinnytaste.com/wp-content/uploads/2024/09/Roasted-Delicata-Squash-with-Toasted-Almond-Crumbs-9.jpg,"DF, GF, V","Roasted Delicata Squash with toasted almonds, sweetened with maple syrup and seasoned with sage and paprika, makes a perfect fall side dish.",https://www.skinnytaste.com/roasted-delicata-squash/
Autumn Salad with Pears and Gorgonzola,Cals:175,5,https://www.skinnytaste.com/wp-content/uploads/2008/10/Autumn-Salad-with-Pears-and-Gorgonzola-5.jpg,"GF, LC, Q, V","I love a good fall salad with lots of texture and flavors, and this Autumn Salad with sweet pears, crunchy pecans, and Gorgonzola nails it!",https://www.skinnytaste.com/autumn-salad-with-pears-and-gorgonzola/
Free 7 Day Healthy Meal Plan (Sept 23-29),,,https://www.skinnytaste.com/wp-content/uploads/2024/09/Week_453_Sep-23-Sep-29.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-sept-23-29/
Red Curry Salmon,Cals:349,6,https://www.skinnytaste.com/wp-content/uploads/2024/09/One-Pan-Red-Curry-Salmon-11.jpg,"DF, GF, HP","Thai-inspired Red Curry Salmon is simmered in an incredibly tasty coconut red curry sauce with bell peppers, garlic and onions.",https://www.skinnytaste.com/red-curry-salmon/
Sesame Chicken,Cals:513,9,https://www.skinnytaste.com/wp-content/uploads/2024/09/Sesame-Chicken-13.jpg,"DF, FM, GF, HP","This healthy Sesame Chicken recipe features chicken breast bites in a sweet, savory, tangy, and slightly spicy sauce topped with sesame seeds and green onions.",https://www.skinnytaste.com/sesame-chicken/
Apple Bread,Cals:124,4,https://www.skinnytaste.com/wp-content/uploads/2014/09/Apple-Bread-4.jpg,V,"Moist cinnamon apple bread recipe made with applesauce, small chunks of fresh apples and walnuts in every bite. It's so moist and delicious, you won't believe it's light!",https://www.skinnytaste.com/applesauce-nut-bread/
How to Bake Bacon in the Oven,Cals:60,2,https://www.skinnytaste.com/wp-content/uploads/2024/09/Bake-Bacon-in-Oven-11.jpg,"DF, GF, HP, KF, LC, Q, W","Whether you're a fan of tender, crisp, or extra crispy bacon, this simple method of cooking bacon in the oven is easy, with less mess. Perfect if you're making enough for a crowd or meal prep.",https://www.skinnytaste.com/bacon-in-the-oven/
Pumpkin Spice Latte,Cals:115,7,https://www.skinnytaste.com/wp-content/uploads/2010/10/Pumpkin-Spice-Latte-4.jpg,"DF, GF, V",Embrace the cozy fall vibes with this homemade Pumpkin Spice Latte recipe! You can make your own at home for a fraction of the cost.,https://www.skinnytaste.com/skinny-pumpkin-spiced-latte/
Free 7 Day Healthy Meal Plan (Sept 2-8),,,https://www.skinnytaste.com/wp-content/uploads/2024/08/Week_450_Sep-2-Sep-8.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-sept-2-8/
Easy Sheet Pan Dinners,,,https://www.skinnytaste.com/wp-content/uploads/2024/08/sheet-pan-dinners.png,"GF, LC, MP","Vegetarian sheet pan dinners don't get better than this easy recipe for chunks of baked feta with oven roasted vegetables and chickpeas. This ticks all the boxes for a filling and healthy meatless Monday meal: full of flavor, plenty of protein, and low in carbs.",https://www.skinnytaste.com/easy-sheet-pan-dinners/
Fried Brown Rice,Cals:276,6,https://www.skinnytaste.com/wp-content/uploads/2024/08/Brown-Fried-Rice-9.jpg,"DF, GF, HF, Q, V",Brown fried rice is a healthy twist on classic fried rice with some extra hidden veggies to bulk it up. Just add your favorite protein to make it a meal!,https://www.skinnytaste.com/fried-brown-rice/
Homemade Hamburger Helper,Cals:453,10,https://www.skinnytaste.com/wp-content/uploads/2024/09/Homemade-Hamburger-Helper-6-2.jpg,"DF, GF, HP, KF, Q","This one-skillet, creamy Homemade Hamburger Helper is made with ground beef, macaroni and cheese – real ingredients you can feel good about feeding your family for dinner!",https://www.skinnytaste.com/homemade-hamburger-helper/
Asian Grilled Chicken,Cals:288.5,4,https://www.skinnytaste.com/wp-content/uploads/2008/05/Asian-Grilled-Chicken-6.jpg,"DF, GF, LC",This fast and easy Asian Grilled Chicken recipe is the perfect excuse to get outside and use your grill or your indoor grill pan!,https://www.skinnytaste.com/asian-grilled-chicken-33-pts_3510/
Free 7 Day Healthy Meal Plan (August 26-Sept 1),,,https://www.skinnytaste.com/wp-content/uploads/2024/08/Week_449_Aug-26-Sep-1.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-august-26-sept-1/
Sweet Potato Salad,Cals:290,6,https://www.skinnytaste.com/wp-content/uploads/2024/08/Sweet-Potato-Avocado-Salad-14.jpg,"DF, GF, HF, MP, V, W","This healthy Sweet Potato Salad with avocado combines sweet, creamy, warm, and cold elements and can be enjoyed warm or cold. It’s a great vegetarian meal or side dish.",https://www.skinnytaste.com/sweet-potato-salad/
Free 7 Day Healthy Meal Plan (Sept 9-15),,,https://www.skinnytaste.com/wp-content/uploads/2024/09/Week_451_Sep-9-Sep-15.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-sept-9-15/
Ratatouille,Cals:115,2,https://www.skinnytaste.com/wp-content/uploads/2024/08/Ratatouille-7-1.jpg,"DF, GF, MP, V","Ratatouille is the perfect summer side dish for your favorite roasted chicken, grilled meats, or fish! It adds a burst of color and flavor to every meal.",https://www.skinnytaste.com/ratatouille/
Free 7 Day Healthy Meal Plan (August 19-25),,,https://www.skinnytaste.com/wp-content/uploads/2024/08/Week_448_Aug-19-Aug-25-1.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-august-19-25/
36+ Best Air Fryer Chicken Recipes,,,https://www.skinnytaste.com/wp-content/uploads/2023/09/air-fryer-chicken-recipes.png,AF,These Chicken Nuggets made with ground chicken are so easy to make in the air fryer. They come out crispy on the outside and juicy on the inside every time.,https://www.skinnytaste.com/best-air-fryer-chicken-recipes/
Pretzel Crusted Chicken Tenders,Cals:267,4,https://www.skinnytaste.com/wp-content/uploads/2024/08/Pretzel-Chicken-Fingers-with-Honey-Mustard-13.jpg,"AF, DF, FM, GF, HP, KF","Craving something crispy, kid-friendly, and absolutely delicious? Make these easy Pretzel Crusted Chicken Tenders with honey mustard!",https://www.skinnytaste.com/pretzel-crusted-chicken-tenders/
Lemon Vinaigrette,Cals:123,5,https://www.skinnytaste.com/wp-content/uploads/2024/07/Lemon-Viniagrette-5.jpg,"DF, GF, LC, MP, Q, V","This is my go-to Lemon Vinaigrette Recipe. I love it over any salad, from simple green salads to roasted veggies. It’s bright, healthy, and can be made ahead.",https://www.skinnytaste.com/lemon-vinaigrette/
Slow Cooker Beef Stew,Cals:356,1,https://www.skinnytaste.com/wp-content/uploads/2024/07/Slow-Cooker-Beef-Stew-10.jpg,"DF, GF, HP, MP, SC",This Crockpot Beef Stew recipe is the ultimate comfort food! It’s perfect for those crisp fall evenings or chilly winter days when you crave something hearty and satisfying.,https://www.skinnytaste.com/slow-cooker-beef-stew/
Free 7 Day Healthy Meal Plan (August 12-18),,,https://www.skinnytaste.com/wp-content/uploads/2024/08/Weuk_447_Aug-12_Aug-18.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-august-12-18/
Coconut Popsicles,Cals:106,5,https://www.skinnytaste.com/wp-content/uploads/2009/06/Coconut-Pops_14.jpg,"GF, KF","These homemade coconut popsicles are rich, creamy, and super simple to make! They’re the perfect summertime refresher.",https://www.skinnytaste.com/coconut-cream-pops/
Free 7 Day Healthy Meal Plan (August 5-11),,,https://www.skinnytaste.com/wp-content/uploads/2024/08/Week_446_Aug-5-Aug-11.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-august-5-11/
Bruschetta Pasta Salad,Cals:364,9,https://www.skinnytaste.com/wp-content/uploads/2024/07/Bruschetta-Pasta-Salad-6.jpg,"MP, Q, V","Serve this delicious Bruschetta Pasta Salad at your next BBQ or summer party. It’s the perfect light summer dish loaded with in-season plum tomatoes, mozzarella, basil, and a drizzle of balsamic glaze.",https://www.skinnytaste.com/bruschetta-pasta-salad/
Shrimp and Rice (Arroz Con Camarones),Cals:433,9,https://www.skinnytaste.com/wp-content/uploads/2024/08/Arroz-Con-Camarones-10.jpg,"DF, GF, HP",Costa Rican Inspired Shrimp and Rice (Arroz Con Camarones) is a traditional Costa Rican recipe that’s so easy and flavorful!,https://www.skinnytaste.com/shrimp-and-rice-arroz-con-camarones/
Deviled Egg Salad,Cals:215,3,https://www.skinnytaste.com/wp-content/uploads/2024/08/Lazy-Deviled-Egg-Salad-15.jpg,"AF, GF, HP, LC, MP, V",Lazy Deviled Egg Salad takes a classic appetizer and turns it into a quick lunch! It has the same ingredients but no piping or filling.,https://www.skinnytaste.com/deviled-egg-salad/
Watermelon Feta Salad,Cals:85,2,https://www.skinnytaste.com/wp-content/uploads/2020/07/Watermelon-Feta-Salad-10.jpg,"GF, Q, V","This easy Watermelon Feta Salad, made with only four ingredients, is a summer staple at your next summer BBQ!",https://www.skinnytaste.com/watermelon-feta-salad/
Sheet Pan Shrimp with Corn and Tomatoes,Cals:295,3,https://www.skinnytaste.com/wp-content/uploads/2024/07/Old-Bay-Sheen-Pan-Shrimp-with-Corn-and-Tomatoes-4.jpg,"DF, GF, HP, Q","This Sheet Pan Shrimp with Corn and Tomatoes is the perfect one-pan summer dinner, with easy cleanup!",https://www.skinnytaste.com/sheet-pan-shrimp-with-corn-and-tomatoes/
Free 7 Day Healthy Meal Plan (July 29-August 4),,,https://www.skinnytaste.com/wp-content/uploads/2024/07/Week_445_July-29-Aug-4.jpg,,"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and Weight Watchers points.",https://www.skinnytaste.com/free-7-day-healthy-meal-plan-july-29-august-4/
Broccoli Cauliflower Salad,Cals:97,2,https://www.skinnytaste.com/wp-content/uploads/2008/12/Broccoli-and-Cauliflower-Salad-with-Capers-and-Lemon-Vinaigrette-5.jpg,"DF, GF, LC, MP, Q, V","This Broccoli Cauliflower Salad recipe is a quick and easy side dish, made with shallots, capers and a tangy lemon vinaigrette.",https://www.skinnytaste.com/broccoli-and-cauliflower-salad-with/
Strawberry Yogurt Bark,Cals:60,2,https://www.skinnytaste.com/wp-content/uploads/2024/07/Strawberry-Yogurt-Bark-11.jpg,"DF, GF, KF, V","If you’re looking for a healthy snack with some added protein for the kids this summer, you’ll love this strawberry yogurt bark!",https://www.skinnytaste.com/strawberry-yogurt-bark/
Juicy Grilled Pork Chops,Cals:272,0,https://www.skinnytaste.com/wp-content/uploads/2024/07/Grilled-Pork-Chops-13.jpg,"DF, GF, HP, LC",Juicy Grilled Pork Chops are brined in a saltwater solution and then seasoned with a flavorful dry rub to create the most delicious pork chops!,https://www.skinnytaste.com/juicy-grilled-pork-chops/
Korean Chicken,Cals:180,2,https://www.skinnytaste.com/wp-content/uploads/2024/06/Korean-Grilled-Chicken-Breast-10.jpg,"DF, GF, HP, Q","These grilled Korean Chicken Breasts are juicy, sweet, and spicy! I grill them all year, using my indoor grill pan when it’s cold.",https://www.skinnytaste.com/korean-grilled-chicken-breast/
Grilled Eggplant with Feta,Cals:106,3,https://www.skinnytaste.com/wp-content/uploads/2024/07/Grilled-Eggplant-with-Feta-7.jpg,"GF, LC, Q, V","If you need an easy side dish this summer, this grilled eggplant with feta cheese is great with anything you’re grilling.",https://www.skinnytaste.com/grilled-eggplant-with-feta/
Blueberry Zucchini Bread,Cals:111,4,https://www.skinnytaste.com/wp-content/uploads/2024/07/Blueberry-Zucchini-Bread-20.jpg,"FM, KF, V","This moist and delicious Blueberry Zucchini Bread is low-fat, lightly sweetened, and loaded with summer zucchini and blueberries. Perfect for breakfast or as a snack!",https://www.skinnytaste.com/blueberry-zucchini-bread/
Green Goddess Dressing,Cals:60.3,1,https://www.skinnytaste.com/wp-content/uploads/2009/09/Green-Goddess-Dressing_07.jpg,"GF, LC","Basil green goddess dressing is the perfect way to give your next salad an upgrade! This version is lightened up, but still rich and creamy.",https://www.skinnytaste.com/basil-green-goddess-dressing/
